,city,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
385,jalu,29.03,21.55,77.36,60,0,11.23,LY,1596937523
386,hualmay,-11.1,-77.61,59.92,84,1,6.93,PE,1596937524
387,yar-sale,66.83,70.83,49.32,90,100,11.9,RU,1596937525
388,port hardy,50.7,-127.42,62.6,72,40,10.29,CA,1596937526
389,edd,13.93,41.69,89.35,60,100,6.89,ER,1596937527
390,ahuimanu,21.44,-157.84,86.0,66,40,17.22,US,1596937528
391,san quintin,30.48,-115.95,70.18,73,0,16.55,MX,1596937529
392,wattegama,6.8,81.48,77.0,100,75,6.93,LK,1596937530
393,cidreira,-30.18,-50.21,60.19,91,0,11.48,BR,1596937531
394,reggio di calabria,38.11,15.66,77.0,88,20,1.12,IT,1596937533
395,tikhvin,59.65,33.53,56.44,93,39,0.58,RU,1596937534
396,muros,42.78,-9.06,66.0,85,27,1.01,ES,1596937535
397,beian,63.66,9.57,51.01,71,29,9.93,NO,1596937536
398,japura,-0.32,102.35,81.97,81,69,3.13,ID,1596937537
399,benghazi,32.12,20.07,77.99,73,0,11.5,LY,1596937538
400,impfondo,1.64,18.07,73.47,81,100,2.48,CG,1596937539
401,saquarema,-22.92,-42.51,71.6,78,0,8.05,BR,1596937542
402,camopi,3.17,-52.32,72.79,96,1,2.28,GF,1596937543
403,garissa,-0.45,39.64,71.44,76,89,15.97,KE,1596937544
404,mahibadhoo,3.78,72.97,83.08,76,100,14.09,MV,1596937545
405,tecpan,14.76,-90.99,69.8,83,40,9.17,GT,1596937546
406,araouane,18.9,-3.53,93.99,36,2,14.38,ML,1596937547
407,killybegs,54.63,-8.45,48.0,95,74,1.01,IE,1596937548
408,mareeba,-17.0,145.43,80.6,47,90,8.05,AU,1596937549
409,porto novo,6.5,2.6,75.2,88,40,6.93,BJ,1596937550
410,sarakhs,36.54,61.16,73.4,46,0,2.24,IR,1596937551
411,kaka,37.35,59.61,78.85,32,0,6.51,TM,1596937553
412,outjo,-20.12,16.15,49.89,58,0,5.7,NA,1596937554
413,pietarsaari,63.65,22.68,64.99,87,94,6.93,FI,1596937079
414,nishihara,26.18,127.76,84.0,88,75,19.46,JP,1596937556
415,marevo,57.31,32.08,57.42,95,0,2.59,RU,1596937557
416,sola,-13.88,167.55,77.36,84,7,12.21,VU,1596937558
417,bonavista,48.65,-53.11,64.0,80,100,5.01,CA,1596937544
418,wajima,37.4,136.9,78.8,94,75,11.41,JP,1596937560
419,miram shah,33.01,70.07,86.85,49,3,1.81,PK,1596937561
420,tessalit,20.2,1.01,90.23,42,0,11.95,ML,1596937562
421,raahe,64.68,24.48,62.6,93,86,4.7,FI,1596937563
422,palmer,42.16,-72.33,72.0,60,4,4.85,US,1596937339
423,nantucket,41.28,-70.1,68.0,94,90,6.93,US,1596937080
424,seoul,37.57,126.98,78.8,100,90,10.69,KR,1596937547
425,fengxian,34.7,116.59,81.46,83,68,2.17,CN,1596937568
426,ponta delgada,37.73,-25.67,69.8,88,20,5.82,PT,1596937307
427,kamenka,51.32,42.77,57.0,82,0,1.99,RU,1596937570
428,quatre cocos,-20.21,57.76,68.0,82,75,16.11,MU,1596937571
429,longyearbyen,78.22,15.64,53.6,62,9,8.05,SJ,1596937572
430,ketchikan,55.34,-131.65,59.13,78,95,6.67,US,1596937573
431,matagami,49.75,-77.63,73.4,60,90,7.99,CA,1596937574
432,abdanan,32.99,47.42,77.16,25,0,4.72,IR,1596937575
433,pringsewu,-5.36,104.97,82.65,73,16,3.29,ID,1596937577
434,ugoofaaru,5.67,73.0,82.27,76,100,17.05,MV,1596937578
435,bom jesus,-9.07,-44.36,71.02,52,2,3.51,BR,1596937379
436,vryburg,-26.96,24.73,51.62,65,0,18.48,ZA,1596937582
437,aginskoye,51.1,114.53,64.65,66,4,4.65,RU,1596937583
438,naze,28.37,129.48,89.6,75,40,23.04,JP,1596937584
439,petropavlovsk-kamchatskiy,53.05,158.65,55.4,82,40,11.18,RU,1596937585
440,mopti,14.67,-4.0,79.68,77,100,11.25,ML,1596937586
441,selkirk,50.14,-96.88,78.8,39,20,10.29,CA,1596937587
442,mananjary,-21.22,48.33,61.65,77,35,5.26,MG,1596937589
443,baruun-urt,46.68,113.28,61.7,69,100,7.18,MN,1596937590
444,tongling,30.95,117.78,81.79,86,100,3.76,CN,1596937591
445,kudahuvadhoo,2.67,72.89,82.78,81,100,13.2,MV,1596937592
446,lakes entrance,-37.88,147.98,57.0,78,60,8.99,AU,1596937593
447,kolpashevo,58.31,82.91,67.6,58,0,3.85,RU,1596937594
448,bay roberts,47.6,-53.26,64.99,23,100,10.65,CA,1596937595
449,dalnerechensk,45.93,133.72,72.3,82,100,5.41,RU,1596937597
450,merauke,-8.47,140.33,81.25,77,58,7.83,ID,1596937598
451,atambua,-9.11,124.89,85.64,42,0,2.35,ID,1596937599
452,novoilinsk,51.68,108.71,59.7,88,98,4.76,RU,1596937601
453,mongo,12.18,18.69,75.18,84,100,5.7,TD,1596937602
454,san pedro,14.35,121.02,80.01,94,100,6.93,PH,1596937603
455,leshukonskoye,64.9,45.76,49.17,94,100,4.38,RU,1596937604
456,quechultenango,17.42,-99.22,69.44,85,100,0.11,MX,1596937605
457,dakar,14.69,-17.44,80.6,88,13,4.99,SN,1596937349
458,blagoyevo,63.37,47.92,48.99,95,95,5.95,RU,1596937607
459,sukumo,32.93,132.73,86.09,65,98,7.74,JP,1596937608
460,dali,25.7,100.18,65.48,87,100,3.51,CN,1596937609
461,ormara,25.21,64.64,82.98,90,95,13.78,PK,1596937610
462,nakusp,50.25,-117.8,60.01,74,33,1.01,CA,1596937611
463,teahupoo,-17.83,-149.27,82.4,65,20,19.46,PF,1596937613
464,kanniyakumari,8.08,77.57,78.17,84,100,20.09,IN,1596937328
465,ukiah,39.15,-123.21,96.8,22,1,9.17,US,1596937615
466,bahile,10.0,118.79,85.3,71,92,6.91,PH,1596937616
467,emerald,-23.53,148.17,64.0,42,0,12.75,AU,1596937617
468,tselinnoye,53.08,85.67,67.91,69,0,7.54,RU,1596937618
469,urumqi,43.8,87.6,82.4,37,8,2.24,CN,1596937450
470,concordia,-31.39,-58.02,68.0,74,18,4.0,AR,1596937620
471,miles city,46.41,-105.84,87.8,16,1,3.36,US,1596937621
472,pangnirtung,66.15,-65.71,46.4,81,75,8.46,CA,1596937622
473,chumikan,54.72,135.31,70.41,52,48,10.2,RU,1596937623
474,hokitika,-42.72,170.97,50.54,82,100,8.25,NZ,1596937624
475,shebunino,46.43,141.86,67.66,64,12,5.5,RU,1596937625
476,viedma,-40.81,-63.0,53.01,54,14,3.0,AR,1596937626
477,saldanha,-33.01,17.94,57.79,81,83,21.23,ZA,1596937628
478,galle,6.04,80.22,79.32,84,100,14.72,LK,1596937629
479,llandrindod wells,52.24,-3.38,59.0,90,6,5.06,GB,1596937630
480,tahoua,14.89,5.27,79.23,71,90,10.22,NE,1596937631
481,ambilobe,-13.2,49.05,62.35,90,0,3.62,MG,1596937632
482,suntar,62.14,117.63,69.8,58,77,2.04,RU,1596937076
483,puerto penasco,31.32,-113.53,90.0,76,0,5.01,MX,1596937391
484,pizarro,4.95,-77.37,78.75,90,74,8.39,CO,1596937635
485,ancud,-41.87,-73.82,43.0,93,100,3.36,CL,1596937636
486,port blair,11.67,92.75,82.08,79,100,20.98,IN,1596937637
487,mackenzie,55.3,-123.17,64.4,39,1,10.29,CA,1596937639
488,lavrentiya,65.58,-171.0,47.28,74,0,6.2,RU,1596937640
489,skjervoy,70.03,20.97,53.76,95,100,3.38,NO,1596937641
490,yavatmal,20.4,78.13,75.63,91,100,10.67,IN,1596937642
491,melenki,55.33,41.63,55.4,96,2,6.2,RU,1596937643
492,nyurba,63.28,118.33,75.51,50,1,3.83,RU,1596937645
493,damara,4.96,18.7,70.27,94,100,4.7,CF,1596937646
494,beverley,53.85,-0.42,59.0,93,100,10.29,GB,1596937647
495,clarence town,-32.58,151.78,59.0,50,5,25.28,AU,1596937648
496,paracatu,-17.22,-46.87,61.95,57,4,1.66,BR,1596937649
497,khor,47.89,134.95,70.02,80,82,4.54,RU,1596937650
498,hay river,60.82,-115.8,68.0,64,75,6.93,CA,1596937354
499,batemans bay,-35.72,150.18,48.0,96,100,10.0,AU,1596937652
500,faya,18.39,42.45,64.4,93,99,5.82,SA,1596937653
501,altay,47.87,88.12,72.07,30,0,1.63,CN,1596937654
502,nabire,-3.37,135.48,85.53,65,1,4.16,ID,1596937656
503,china,25.7,-99.23,85.86,61,1,23.44,MX,1596937658
504,tautira,-17.73,-149.15,82.4,65,20,19.46,PF,1596937659
505,banda aceh,5.56,95.32,85.55,65,75,11.07,ID,1596937366
506,yulin,22.63,110.15,85.51,74,89,6.53,CN,1596937662
507,sivaki,52.63,126.75,58.3,94,100,10.67,RU,1596937663
508,boende,-0.22,20.87,72.93,84,100,1.79,CD,1596937664
509,abashiri,44.02,144.27,79.0,60,20,11.41,JP,1596937665
510,pathein,16.78,94.73,84.11,78,64,7.96,MM,1596937666
511,antofagasta,-23.65,-70.4,57.2,82,75,8.05,CL,1596937621
512,oktyabrskiy,54.48,53.47,54.36,81,99,13.87,RU,1596937555
513,cabo san lucas,22.89,-109.91,89.01,48,5,10.29,MX,1596937613
514,kaili,-3.46,120.21,79.59,69,45,3.71,ID,1596937672
515,ozorkow,51.96,19.29,66.0,100,17,1.12,PL,1596937673
516,bubaque,11.28,-15.83,79.29,86,99,17.76,GW,1596937675
517,miyako,39.64,141.95,73.08,89,91,11.88,JP,1596937676
518,richards bay,-28.78,32.04,64.31,52,0,13.29,ZA,1596937677
519,port-cartier,50.03,-66.87,69.01,93,75,4.7,CA,1596937678
520,iba,15.37,120.03,80.6,88,90,16.11,PH,1596937679
521,cardenas,23.04,-81.2,80.6,88,20,5.82,CU,1596937680
522,severobaykalsk,55.65,109.32,60.66,75,100,3.76,RU,1596937681
523,casma,-41.01,-73.12,50.0,93,100,10.29,CL,1596937682
524,amga,60.9,131.96,75.9,41,67,0.25,RU,1596937683
525,makaryev,57.88,43.81,50.79,97,0,4.85,RU,1596937684
526,sobolevo,54.43,31.9,58.55,94,53,4.59,RU,1596937686
527,portel,-1.94,-50.82,80.38,62,55,2.26,BR,1596937688
528,klyuchi,52.27,79.17,71.69,56,7,4.85,RU,1596937690
529,berlevag,70.86,29.09,51.78,86,62,11.27,NO,1596937691
530,inverness,57.48,-4.22,52.0,100,1,1.12,GB,1596937595
531,honningsvag,70.98,25.97,54.61,84,82,10.6,NO,1596937693
532,coahuayana,18.73,-103.68,80.1,83,100,3.65,MX,1596937694
533,hambantota,6.12,81.12,77.0,100,75,6.93,LK,1596937695
534,adrar,20.5,-10.07,96.39,20,0,14.12,MR,1596937696
535,mikkeli,61.69,27.27,62.01,90,0,1.99,FI,1596937697
536,ulaangom,49.98,92.07,64.87,53,0,3.29,MN,1596937698
537,aldan,58.6,125.39,68.07,54,62,2.53,RU,1596937699
538,kushima,31.46,131.23,86.0,79,40,16.11,JP,1596937700
539,grenville,12.12,-61.62,80.6,88,20,6.93,GD,1596937701
540,grootfontein,-19.57,18.12,47.98,55,0,2.3,NA,1596937702
541,denia,38.84,0.11,81.0,61,34,3.85,ES,1596937704
542,ardatov,55.24,43.1,53.71,96,1,5.37,RU,1596937705
543,mansfield,53.13,-1.2,59.0,91,100,1.99,GB,1596937706
544,bahia honda,22.9,-83.16,80.49,83,32,9.19,CU,1596937708
545,astana,51.18,71.45,69.8,60,75,4.47,KZ,1596937709
546,springbok,-29.66,17.89,44.67,93,95,19.48,ZA,1596937710
547,fengrun,39.83,118.12,95.0,12,20,5.21,CN,1596937507
548,smithers,54.78,-127.17,60.8,55,40,4.7,CA,1596937502
549,savelugu,9.62,-0.83,72.09,90,33,5.17,GH,1596937713
550,canton,23.12,113.25,87.8,62,40,4.47,CN,1596937603
551,natitingou,10.3,1.38,67.82,94,4,2.24,BJ,1596937715
552,barguzin,53.62,109.62,59.85,85,100,0.38,RU,1596937716
553,brownsville,25.9,-97.5,84.99,70,1,12.75,US,1596937500
554,arlit,18.74,7.39,83.93,53,100,9.57,NE,1596937718
555,balvi,57.13,27.27,59.4,94,0,1.81,LV,1596937719
556,beysehir,37.68,31.72,65.53,71,0,4.21,TR,1596937721
557,alofi,-19.06,-169.92,78.8,57,0,6.93,NU,1596937722
558,hoa binh,20.81,105.34,86.0,74,75,6.93,VN,1596937712
559,lazaro cardenas,17.96,-102.2,79.03,88,100,7.34,MX,1596937725
560,sulangan,11.14,123.72,84.63,74,83,13.87,PH,1596937726
561,maragogi,-9.01,-35.22,72.66,88,21,7.94,BR,1596937727
562,havre,49.58,0.33,68.0,82,0,4.7,FR,1596937728
